2025-02-01 02:04:19.558315 +0700 WIB m=+2962.791398501~::1~POST~/api/v1/web/AboutUsDesc~ "Header=>User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Sec-Gpc:1 | Content-Type:application/json | Sec-Ch-Ua-Mobile:?0 | Sec-Fetch-Mode:cors | Referer:http://localhost:3000/ | Connection:keep-alive | Content-Length:17 | Signature:95b99d708327939f346d73dd193a7b76 | Origin:http://localhost:3000 | Sec-Fetch-Site:same-site | Sec-Fetch-Dest:empty | Sec-Ch-Ua-Platform:"macOS" | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Accept:*/* | Accept-Language:en-US,en | Accept-Encoding:gzip, deflate, br, zstd"~{"Ip":"","Id":""}~2002025-02-01 02:04:19.560243 +0700 WIB m=+2962.7933256681.927167ms~
2025-02-01 20:20:00.384489 +0700 WIB m=+2345.450931085~::1~POST~/api/v1/web/VisiMisi~ "Header=>Sec-Ch-Ua-Mobile:?0 | Sec-Gpc:1 | Origin:http://localhost:3000 | Sec-Fetch-Site:same-site | Sec-Fetch-Mode:cors | Sec-Ch-Ua-Platform:"macOS" | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Referer:http://localhost:3000/ | Accept-Encoding:gzip, deflate, br, zstd | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Content-Type:application/json | Accept-Language:en-US,en | Connection:keep-alive | Content-Length:17 | Accept:*/* | Signature:95b99d708327939f346d73dd193a7b76 | Sec-Fetch-Dest:empty"~{"Ip":"","Id":""}~2002025-02-01 20:20:00.404438 +0700 WIB m=+2345.47088066819.949583ms~
2025-02-01 20:21:02.856583 +0700 WIB m=+2407.923025585~::1~POST~/api/v1/web/ListAward~ "Header=>Signature:95b99d708327939f346d73dd193a7b76 | Sec-Ch-Ua-Mobile:?0 | Accept-Language:en-US,en | Sec-Fetch-Dest:empty | Sec-Ch-Ua-Platform:"macOS" | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Content-Type:application/json | Accept:*/* | Sec-Gpc:1 | Referer:http://localhost:3000/ | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Sec-Fetch-Site:same-site | Sec-Fetch-Mode:cors | Accept-Encoding:gzip, deflate, br, zstd | Connection:keep-alive | Content-Length:17 | Origin:http://localhost:3000"~{"Ip":"","Id":""}~2002025-02-01 20:21:02.862347 +0700 WIB m=+2407.9287898765.764291ms~
2025-02-01 20:21:02.859462 +0700 WIB m=+2407.925904501~::1~POST~/api/v1/web/AboutUsDesc~ "Header=>Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Sec-Fetch-Site:same-site | Accept-Language:en-US,en | Referer:http://localhost:3000/ | Connection:keep-alive | Sec-Ch-Ua-Platform:"macOS" | Signature:95b99d708327939f346d73dd193a7b76 | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Sec-Ch-Ua-Mobile:?0 | Content-Type:application/json | Origin:http://localhost:3000 | Sec-Fetch-Dest:empty | Accept-Encoding:gzip, deflate, br, zstd | Content-Length:17 | Accept:*/* | Sec-Gpc:1 | Sec-Fetch-Mode:cors"~{"Ip":"","Id":""}~2002025-02-01 20:21:02.902228 +0700 WIB m=+2407.96867096042.766459ms~
2025-02-01 20:21:02.86107 +0700 WIB m=+2407.927512460~::1~GET~/api/v1/admin/Images/2501302238141qVh_logo_light.png~ "Header=>Referer:http://localhost:3000/ | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Accept:image/avif,image/webp,image/apng,image/svg+xml,image/*,*/*;q=0.8 | Accept-Language:en-US,en | Sec-Fetch-Mode:no-cors | Sec-Gpc:1 | Sec-Fetch-Site:same-site | Accept-Encoding:gzip, deflate, br, zstd | Connection:keep-alive | Sec-Ch-Ua-Platform:"macOS" | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | If-Modified-Since:Sat, 01 Feb 2025 13:20:58 GMT | Sec-Ch-Ua-Mobile:?0 | Sec-Fetch-Dest:image | Cookie:varCookie=admin_lippoland%7CMTczODQxNTU3OTcyNDM0MA%3D%3DOx2Jln6CmHC4CquS3JEaB5q7jukumN%7Cadministrator"~200~2025-02-01 20:21:02.902036 +0700 WIB m=+2407.968478460~27.042µs~
2025-02-01 20:21:02.862575 +0700 WIB m=+2407.929018043~::1~POST~/api/v1/web/AboutUsDesc~ "Header=>Referer:http://localhost:3000/ | Content-Type:application/json | Sec-Ch-Ua-Mobile:?0 | Origin:http://localhost:3000 | Sec-Fetch-Mode:cors | Sec-Fetch-Dest:empty | Sec-Ch-Ua-Platform:"macOS" | Signature:95b99d708327939f346d73dd193a7b76 | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Sec-Fetch-Site:same-site | Accept:*/* | Sec-Gpc:1 | Accept-Language:en-US,en | Accept-Encoding:gzip, deflate, br, zstd | Connection:keep-alive | Content-Length:17 | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"~{"Ip":"","Id":""}~2002025-02-01 20:21:02.902836 +0700 WIB m=+2407.96927891840.260875ms~
2025-02-01 20:21:02.862945 +0700 WIB m=+2407.929387585~::1~POST~/api/v1/web/AboutUsDesc~ "Header=>Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Accept:*/* | Referer:http://localhost:3000/ | Content-Length:17 | Content-Type:application/json | Accept-Language:en-US,en | Origin:http://localhost:3000 | Accept-Encoding:gzip, deflate, br, zstd | Connection:keep-alive | Sec-Ch-Ua-Platform:"macOS" | Sec-Ch-Ua-Mobile:?0 | Sec-Gpc:1 | Sec-Fetch-Site:same-site | Sec-Fetch-Mode:cors | Signature:95b99d708327939f346d73dd193a7b76 | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Sec-Fetch-Dest:empty"~{"Ip":"","Id":""}~2002025-02-01 20:21:02.90273 +0700 WIB m=+2407.96917287639.785291ms~
2025-02-01 20:22:05.166635 +0700 WIB m=+2470.233077751~::1~POST~/api/v1/web/AboutUsDesc~ "Header=>Content-Length:17 | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Accept:*/* | Referer:http://localhost:3000/ | Connection:keep-alive | Signature:95b99d708327939f346d73dd193a7b76 | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Sec-Ch-Ua-Platform:"macOS" | Content-Type:application/json | Origin:http://localhost:3000 | Sec-Fetch-Site:same-site | Sec-Fetch-Mode:cors | Accept-Encoding:gzip, deflate, br, zstd | Sec-Ch-Ua-Mobile:?0 | Sec-Gpc:1 | Accept-Language:en-US,en | Sec-Fetch-Dest:empty"~{"Ip":"","Id":""}~2002025-02-01 20:22:05.172315 +0700 WIB m=+2470.2387575855.679834ms~
2025-02-01 20:25:58.261081 +0700 WIB m=+2703.327523460~::1~GET~/api/v1/admin/Images/260125085706W8Ma_img_140+.png~ "Header=>Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Accept:image/avif,image/webp,image/apng,image/svg+xml,image/*,*/*;q=0.8 | If-Modified-Since:Sat, 01 Feb 2025 13:22:05 GMT | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Accept-Language:en-US,en | Referer:http://localhost:3000/ | Cookie:varCookie=admin_lippoland%7CMTczODQxNTU3OTcyNDM0MA%3D%3DOx2Jln6CmHC4CquS3JEaB5q7jukumN%7Cadministrator | Connection:keep-alive | Sec-Ch-Ua-Platform:"macOS" | Sec-Ch-Ua-Mobile:?0 | Sec-Fetch-Mode:no-cors | Sec-Fetch-Dest:image | Sec-Gpc:1 | Sec-Fetch-Site:same-site | Accept-Encoding:gzip, deflate, br, zstd"~200~2025-02-01 20:25:58.283868 +0700 WIB m=+2703.350310335~8.709µs~
2025-02-01 20:25:58.250277 +0700 WIB m=+2703.316719668~::1~GET~/api/v1/admin/Images/250129175747sXqf_30+.png~ "Header=>Sec-Ch-Ua-Mobile:?0 | Accept:image/avif,image/webp,image/apng,image/svg+xml,image/*,*/*;q=0.8 | Sec-Fetch-Mode:no-cors | Sec-Fetch-Dest:image | Cookie:varCookie=admin_lippoland%7CMTczODQxNTU3OTcyNDM0MA%3D%3DOx2Jln6CmHC4CquS3JEaB5q7jukumN%7Cadministrator | Sec-Ch-Ua-Platform:"macOS" | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Sec-Gpc:1 | Accept-Language:en-US,en | Accept-Encoding:gzip, deflate, br, zstd | If-Modified-Since:Sat, 01 Feb 2025 13:22:05 GMT | Connection:keep-alive | Sec-Fetch-Site:same-site | Referer:http://localhost:3000/ | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"~200~2025-02-01 20:25:58.289962 +0700 WIB m=+2703.356404543~22.917µs~
2025-02-01 20:25:58.276789 +0700 WIB m=+2703.343231418~::1~POST~/api/v1/web/AboutUsDesc~ "Header=>Sec-Fetch-Site:same-site | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Content-Type:application/json | Sec-Ch-Ua-Mobile:?0 | Sec-Gpc:1 | Accept:*/* | Origin:http://localhost:3000 | Sec-Fetch-Mode:cors | Accept-Encoding:gzip, deflate, br, zstd | Connection:keep-alive | Content-Length:17 | Sec-Ch-Ua-Platform:"macOS" | Signature:95b99d708327939f346d73dd193a7b76 | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Sec-Fetch-Dest:empty | Referer:http://localhost:3000/ | Accept-Language:en-US,en"~{"Ip":"","Id":""}~2002025-02-01 20:25:58.292001 +0700 WIB m=+2703.35844358515.212167ms~
2025-02-01 20:25:58.26207 +0700 WIB m=+2703.328512251~::1~GET~/api/v1/admin/Images/260125085706W8Ma_img_award_1.png~ "Header=>Sec-Ch-Ua-Platform:"macOS" | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Sec-Fetch-Site:same-site | Referer:http://localhost:3000/ | Connection:keep-alive | Sec-Gpc:1 | Sec-Fetch-Mode:no-cors | Sec-Fetch-Dest:image | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Accept-Language:en-US,en | Sec-Ch-Ua-Mobile:?0 | Accept:image/avif,image/webp,image/apng,image/svg+xml,image/*,*/*;q=0.8 | Accept-Encoding:gzip, deflate, br, zstd | Cookie:varCookie=admin_lippoland%7CMTczODQxNTU3OTcyNDM0MA%3D%3DOx2Jln6CmHC4CquS3JEaB5q7jukumN%7Cadministrator | If-Modified-Since:Sat, 01 Feb 2025 13:22:05 GMT"~200~2025-02-01 20:25:58.29501 +0700 WIB m=+2703.361452043~21.708µs~
2025-02-01 20:25:58.262125 +0700 WIB m=+2703.328567668~::1~GET~/api/v1/admin/Images/260125085706W8Ma_img_13+.png~ "Header=>Sec-Ch-Ua-Platform:"macOS" | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Sec-Gpc:1 | Sec-Fetch-Mode:no-cors | Sec-Fetch-Dest:image | Cookie:varCookie=admin_lippoland%7CMTczODQxNTU3OTcyNDM0MA%3D%3DOx2Jln6CmHC4CquS3JEaB5q7jukumN%7Cadministrator | Connection:keep-alive | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Sec-Ch-Ua-Mobile:?0 | Accept:image/avif,image/webp,image/apng,image/svg+xml,image/*,*/*;q=0.8 | If-Modified-Since:Sat, 01 Feb 2025 13:22:05 GMT | Accept-Language:en-US,en | Accept-Encoding:gzip, deflate, br, zstd | Sec-Fetch-Site:same-site | Referer:http://localhost:3000/"~200~2025-02-01 20:25:58.299775 +0700 WIB m=+2703.366217793~14.667µs~
2025-02-01 20:25:58.275565 +0700 WIB m=+2703.342007668~::1~POST~/api/v1/web/AboutUsDesc~ "Header=>Signature:95b99d708327939f346d73dd193a7b76 | Sec-Ch-Ua-Mobile:?0 | Sec-Ch-Ua-Platform:"macOS" | Sec-Fetch-Site:same-site | Sec-Gpc:1 | Origin:http://localhost:3000 | Sec-Fetch-Dest:empty | Connection:keep-alive | Content-Length:17 | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Content-Type:application/json | Accept:*/* | Accept-Encoding:gzip, deflate, br, zstd | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Accept-Language:en-US,en | Sec-Fetch-Mode:cors | Referer:http://localhost:3000/"~{"Ip":"","Id":""}~2002025-02-01 20:25:58.300915 +0700 WIB m=+2703.36735737625.349708ms~
2025-02-01 20:25:58.275453 +0700 WIB m=+2703.341895835~::1~POST~/api/v1/web/AboutUsDesc~ "Header=>Content-Length:17 | Sec-Ch-Ua-Platform:"macOS" | Sec-Ch-Ua-Mobile:?0 | Sec-Fetch-Site:same-site | Referer:http://localhost:3000/ | Signature:95b99d708327939f346d73dd193a7b76 | Content-Type:application/json | Sec-Gpc:1 | Accept-Language:en-US,en | Sec-Fetch-Mode:cors | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Accept:*/* | Sec-Fetch-Dest:empty | Connection:keep-alive | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Origin:http://localhost:3000 | Accept-Encoding:gzip, deflate, br, zstd"~{"Ip":"","Id":""}~2002025-02-01 20:25:58.300506 +0700 WIB m=+2703.36694900125.053166ms~
2025-02-01 20:26:05.406443 +0700 WIB m=+2710.472885793~::1~POST~/api/v1/web/AboutUsDesc~ "Header=>Signature:95b99d708327939f346d73dd193a7b76 | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Accept:*/* | Sec-Fetch-Dest:empty | Connection:keep-alive | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Sec-Gpc:1 | Origin:http://localhost:3000 | Accept-Encoding:gzip, deflate, br, zstd | Content-Type:application/json | Sec-Ch-Ua-Mobile:?0 | Sec-Fetch-Site:same-site | Content-Length:17 | Sec-Ch-Ua-Platform:"macOS" | Accept-Language:en-US,en | Sec-Fetch-Mode:cors | Referer:http://localhost:3000/"~{"Ip":"","Id":""}~2002025-02-01 20:26:05.412153 +0700 WIB m=+2710.4785953355.709542ms~
2025-02-01 20:26:05.407354 +0700 WIB m=+2710.473796876~::1~POST~/api/v1/web/AboutUsDesc~ "Header=>User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Accept:*/* | Accept-Encoding:gzip, deflate, br, zstd | Connection:keep-alive | Content-Length:17 | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Origin:http://localhost:3000 | Sec-Fetch-Mode:cors | Sec-Fetch-Dest:empty | Content-Type:application/json | Sec-Ch-Ua-Mobile:?0 | Sec-Gpc:1 | Referer:http://localhost:3000/ | Sec-Ch-Ua-Platform:"macOS" | Signature:95b99d708327939f346d73dd193a7b76 | Accept-Language:en-US,en | Sec-Fetch-Site:same-site"~{"Ip":"","Id":""}~2002025-02-01 20:26:05.412838 +0700 WIB m=+2710.4792801685.483292ms~
2025-02-01 21:54:38.422854 +0700 WIB m=+1158.148493167~::1~POST~/api/v1/web/HeaderLogo~ "Header=>Content-Type:application/json | Sec-Ch-Ua-Mobile:?0 | Sec-Fetch-Mode:cors | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Sec-Gpc:1 | Sec-Fetch-Site:same-site | Sec-Fetch-Dest:empty | Connection:keep-alive | Accept:*/* | Accept-Language:en-US,en | Content-Length:17 | Sec-Ch-Ua-Platform:"macOS" | Origin:http://localhost:3000 | Referer:http://localhost:3000/ | Accept-Encoding:gzip, deflate, br, zstd | Signature:95b99d708327939f346d73dd193a7b76 | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24""~{"Ip":"","Id":""}~2002025-02-01 21:54:38.457883 +0700 WIB m=+1158.18352208435.028917ms~
2025-02-01 21:54:38.423034 +0700 WIB m=+1158.148672959~::1~POST~/api/v1/web/ListHeaderMenu~ "Header=>Content-Type:application/json | Referer:http://localhost:3000/ | Content-Length:17 | Sec-Ch-Ua-Platform:"macOS" | Signature:95b99d708327939f346d73dd193a7b76 | Accept:*/* | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Sec-Ch-Ua-Mobile:?0 | Accept-Language:en-US,en | Sec-Fetch-Site:same-site | Sec-Fetch-Mode:cors | Connection:keep-alive | Sec-Fetch-Dest:empty | Accept-Encoding:gzip, deflate, br, zstd | Sec-Gpc:1 | Origin:http://localhost:3000"~{"Ip":"","Id":""}~2002025-02-01 21:54:38.470662 +0700 WIB m=+1158.19630154247.628583ms~
2025-02-01 21:54:38.427312 +0700 WIB m=+1158.152951417~::1~POST~/api/v1/web/ListStats~ "Header=>Signature:95b99d708327939f346d73dd193a7b76 | Accept-Encoding:gzip, deflate, br, zstd | Sec-Ch-Ua-Mobile:?0 | Sec-Gpc:1 | Sec-Fetch-Mode:cors | Sec-Fetch-Dest:empty | Connection:keep-alive | Content-Length:17 | Sec-Ch-Ua-Platform:"macOS" | Referer:http://localhost:3000/ | Content-Type:application/json | Accept-Language:en-US,en | Origin:http://localhost:3000 | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Accept:*/* | Sec-Fetch-Site:same-site"~{"Ip":"","Id":""}~2002025-02-01 21:54:38.473284 +0700 WIB m=+1158.19892308445.971667ms~
2025-02-01 21:54:38.426889 +0700 WIB m=+1158.152528084~::1~POST~/api/v1/web/AboutUsHero~ "Header=>Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Sec-Gpc:1 | Signature:95b99d708327939f346d73dd193a7b76 | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Sec-Ch-Ua-Mobile:?0 | Accept:*/* | Accept-Language:en-US,en | Sec-Fetch-Site:same-site | Content-Length:17 | Sec-Ch-Ua-Platform:"macOS" | Sec-Fetch-Dest:empty | Referer:http://localhost:3000/ | Connection:keep-alive | Content-Type:application/json | Origin:http://localhost:3000 | Sec-Fetch-Mode:cors | Accept-Encoding:gzip, deflate, br, zstd"~{"Ip":"","Id":""}~2002025-02-01 21:54:38.473288 +0700 WIB m=+1158.19892712646.399042ms~
2025-02-01 21:54:38.431455 +0700 WIB m=+1158.157094251~::1~POST~/api/v1/web/VisiMisi~ "Header=>Sec-Fetch-Mode:cors | Referer:http://localhost:3000/ | Connection:keep-alive | Signature:95b99d708327939f346d73dd193a7b76 | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Origin:http://localhost:3000 | Accept:*/* | Accept-Language:en-US,en | Sec-Fetch-Site:same-site | Accept-Encoding:gzip, deflate, br, zstd | Content-Length:17 | Sec-Ch-Ua-Platform:"macOS" | Sec-Gpc:1 | Content-Type:application/json | Sec-Ch-Ua-Mobile:?0 | Sec-Fetch-Dest:empty"~{"Ip":"","Id":""}~2002025-02-01 21:54:38.476175 +0700 WIB m=+1158.20181358444.719333ms~
2025-02-01 21:54:38.429984 +0700 WIB m=+1158.155622959~::1~POST~/api/v1/web/AboutUsDesc~ "Header=>Content-Length:17 | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Accept:*/* | Sec-Ch-Ua-Mobile:?0 | Sec-Gpc:1 | Sec-Ch-Ua-Platform:"macOS" | Content-Type:application/json | Origin:http://localhost:3000 | Sec-Fetch-Mode:cors | Sec-Fetch-Dest:empty | Signature:95b99d708327939f346d73dd193a7b76 | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Accept-Language:en-US,en | Sec-Fetch-Site:same-site | Referer:http://localhost:3000/ | Accept-Encoding:gzip, deflate, br, zstd | Connection:keep-alive"~{"Ip":"","Id":""}~2002025-02-01 21:54:38.476175 +0700 WIB m=+1158.20181387646.190917ms~
2025-02-01 21:54:38.591331 +0700 WIB m=+1158.316969834~::1~POST~/api/v1/web/AboutUsDesc~ "Header=>User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Accept-Language:en-US,en | Content-Length:17 | Signature:95b99d708327939f346d73dd193a7b76 | Accept:*/* | Sec-Fetch-Site:same-site | Sec-Fetch-Dest:empty | Referer:http://localhost:3000/ | Connection:keep-alive | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Sec-Gpc:1 | Sec-Fetch-Mode:cors | Sec-Ch-Ua-Platform:"macOS" | Content-Type:application/json | Sec-Ch-Ua-Mobile:?0 | Origin:http://localhost:3000 | Accept-Encoding:gzip, deflate, br, zstd"~{"Ip":"","Id":""}~2002025-02-01 21:54:38.593645 +0700 WIB m=+1158.3192835842.31375ms~
2025-02-01 21:54:38.541306 +0700 WIB m=+1158.266944667~::1~POST~/api/v1/web/AboutUsDesc~ "Header=>Sec-Fetch-Mode:cors | Referer:http://localhost:3000/ | Accept-Encoding:gzip, deflate, br, zstd | Signature:95b99d708327939f346d73dd193a7b76 | Content-Type:application/json | Origin:http://localhost:3000 | Sec-Ch-Ua-Platform:"macOS" | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Connection:keep-alive | Content-Length:17 | Accept:*/* | Sec-Gpc:1 | Sec-Fetch-Site:same-site | Sec-Fetch-Dest:empty | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Sec-Ch-Ua-Mobile:?0 | Accept-Language:en-US,en"~{"Ip":"","Id":""}~2002025-02-01 21:54:38.593985 +0700 WIB m=+1158.31962425152.679584ms~
2025-02-01 21:54:39.48091 +0700 WIB m=+1159.206549501~::1~POST~/api/v1/web/AboutUsDesc~ "Header=>User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Sec-Gpc:1 | Accept-Language:en-US,en | Origin:http://localhost:3000 | Content-Type:application/json | Sec-Fetch-Site:same-site | Referer:http://localhost:3000/ | Content-Length:17 | Signature:95b99d708327939f346d73dd193a7b76 | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Accept:*/* | Sec-Fetch-Mode:cors | Sec-Fetch-Dest:empty | Accept-Encoding:gzip, deflate, br, zstd | Connection:keep-alive | Sec-Ch-Ua-Platform:"macOS" | Sec-Ch-Ua-Mobile:?0"~{"Ip":"","Id":""}~2002025-02-01 21:54:39.48248 +0700 WIB m=+1159.2081190011.5695ms~
2025-02-01 21:58:17.665734 +0700 WIB m=+1377.391373001~::1~POST~/api/v1/web/AboutUsDesc~ "Header=>Sec-Ch-Ua-Platform:"macOS" | Sec-Ch-Ua-Mobile:?0 | Sec-Fetch-Dest:empty | Referer:http://localhost:3000/ | Content-Length:17 | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Sec-Gpc:1 | Accept-Language:en-US,en | Sec-Fetch-Mode:cors | Accept-Encoding:gzip, deflate, br, zstd | Connection:keep-alive | Signature:95b99d708327939f346d73dd193a7b76 | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Content-Type:application/json | Origin:http://localhost:3000 | Sec-Fetch-Site:same-site | Accept:*/*"~{"Ip":"","Id":""}~2002025-02-01 21:58:17.670498 +0700 WIB m=+1377.3961370424.764041ms~
2025-02-01 21:58:17.93958 +0700 WIB m=+1377.665219334~::1~POST~/api/v1/web/AboutUsDesc~ "Header=>Connection:keep-alive | Sec-Ch-Ua-Mobile:?0 | Sec-Fetch-Dest:empty | Referer:http://localhost:3000/ | Accept-Encoding:gzip, deflate, br, zstd | Content-Length:17 | Content-Type:application/json | Accept:*/* | Sec-Fetch-Mode:cors | Sec-Ch-Ua-Platform:"macOS" | Signature:95b99d708327939f346d73dd193a7b76 | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Origin:http://localhost:3000 | Sec-Fetch-Site:same-site | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Sec-Gpc:1 | Accept-Language:en-US,en"~{"Ip":"","Id":""}~2002025-02-01 21:58:17.94447 +0700 WIB m=+1377.6701091264.889792ms~
